outer_postcode	adm2
PR7	LANCASHIRE|BOLTON|BURY|MANCHESTER|OLDHAM|ROCHDALE|SALFORD|STOCKPORT|TAMESIDE|TRAFFORD|WIGAN
G74	SOUTH_LANARKSHIRE|INVERCLYDE|EAST_RENFREWSHIRE|RENFREWSHIRE
OX15	WARWICKSHIRE|OXFORDSHIRE|NORTHAMPTONSHIRE
PA28	ARGYLL_AND_BUTE|EAST_DUNBARTONSHIRE|WEST_DUNBARTONSHIRE
CM12	ESSEX
PH16	PERTHSHIRE_AND_KINROSS
CV31	WARWICKSHIRE
GU32	HAMPSHIRE
DN22	NOTTINGHAMSHIRE
G33	GLASGOW|EAST_DUNBARTONSHIRE|NORTH_LANARKSHIRE
ML4	NORTH_LANARKSHIRE
NE4	NEWCASTLE_UPON_TYNE
BT33	NEWRY_MOURNE_AND_DOWN
IV11	HIGHLAND
BN11	WEST_SUSSEX
RG30	BRACKNELL_FOREST|READING|SLOUGH|WEST_BERKSHIRE|WINDSOR_AND_MAIDENHEAD|WOKINGHAM
DE75	DERBYSHIRE
HG3	NORTH_YORKSHIRE
IV53	HIGHLAND
LD8	HEREFORDSHIRE|POWYS
N1C	GREATER_LONDON
HR7	WORCESTERSHIRE
NE85	SOUTH_TYNESIDE|NORTH_TYNESIDE|NEWCASTLE_UPON_TYNE|SUNDERLAND|GATESHEAD
HU16	EAST_RIDING_OF_YORKSHIRE
CF15	CARDIFF|RHONDDA_CYNON_TAFF|CAERPHILLY
OL95	OLDHAM
CF30	CARDIFF
PA17	INVERCLYDE|RENFREWSHIRE|EAST_RENFREWSHIRE|ARGYLL_AND_BUTE|EAST_AYRSHIRE|NORTH_AYRSHIRE
EH32	EAST_LOTHIAN
BH24	HAMPSHIRE|DORSET
NE31	SOUTH_TYNESIDE
WF4	BRADFORD|CALDERDALE|KIRKLEES|LEEDS|WAKEFIELD
IP9	SUFFOLK
M18	MANCHESTER|BOLTON|BURY|OLDHAM|ROCHDALE|SALFORD|STOCKPORT|TAMESIDE|TRAFFORD|WIGAN
DT11	DORSET
PL10	CORNWALL
LA20	CUMBRIA
FK20	STIRLING|ARGYLL_AND_BUTE
B43	BIRMINGHAM|COVENTRY|WOLVERHAMPTON|DUDLEY|SANDWELL|SOLIHULL|WALSALL
NR22	NORFOLK
BS49	NORTH_SOMERSET|BATH_AND_NORTH_EAST_SOMERSET|SOUTH_GLOUCESTERSHIRE
S18	DERBYSHIRE
WC1R	GREATER_LONDON
GU15	SURREY|BRACKNELL_FOREST|READING|SLOUGH|WEST_BERKSHIRE|WINDSOR_AND_MAIDENHEAD|WOKINGHAM|HAMPSHIRE
SE13	GREATER_LONDON
B16	BIRMINGHAM|COVENTRY|WOLVERHAMPTON|DUDLEY|SANDWELL|SOLIHULL|WALSALL
NE15	SOUTH_TYNESIDE|NORTH_TYNESIDE|NORTHUMBERLAND
CO11	SUFFOLK|ESSEX
CF91	CARDIFF
HU2	EAST_RIDING_OF_YORKSHIRE
KA21	NORTH_AYRSHIRE|ARGYLL_AND_BUTE|EAST_AYRSHIRE
TN17	KENT
KA7	SOUTH_AYRSHIRE
DN31	LINCOLNSHIRE
SA71	PEMBROKESHIRE
NR3	NORFOLK
PH26	HIGHLAND
KT3	GREATER_LONDON
NG80	NOTTINGHAMSHIRE
CM98	ESSEX
BT20	NORTH_DOWN_AND_ARDS
CH2	CHESHIRE_WEST_AND_CHESTER
BN44	WEST_SUSSEX
LS14	LEEDS
DN11	BARNSLEY|DONCASTER|ROTHERHAM|NOTTINGHAMSHIRE
SY6	SHROPSHIRE
LL11	DENBIGHSHIRE|WREXHAM|FLINTSHIRE
HA0	GREATER_LONDON
CF23	CARDIFF
WV2	WOLVERHAMPTON
DH9	SOUTH_TYNESIDE|NORTH_TYNESIDE|DURHAM
IV49	HIGHLAND
CO8	SUFFOLK
PE12	LINCOLNSHIRE|PETERBOROUGH|CAMBRIDGESHIRE|NORFOLK
TR10	CORNWALL
NN13	OXFORDSHIRE|BUCKINGHAMSHIRE|NORTHAMPTONSHIRE
E15	GREATER_LONDON
GL14	GLOUCESTERSHIRE
LS28	LEEDS
PE11	LINCOLNSHIRE
NR14	NORFOLK
TR17	CORNWALL
PR26	LANCASHIRE
DY11	WORCESTERSHIRE
FY3	LANCASHIRE|BLACKPOOL
IP32	SUFFOLK
SY5	SHROPSHIRE
RH9	SURREY
NW1W	GREATER_LONDON
WS2	WALSALL
GU16	SURREY
LS24	LEEDS|YORK|NORTH_YORKSHIRE
WS15	STAFFORDSHIRE
N20	GREATER_LONDON
E18	GREATER_LONDON
OL8	OLDHAM
TN25	KENT
L24	KNOWSLEY|SAINT_HELENS|SEFTON|WIRRAL|CHESHIRE_WEST_AND_CHESTER
LE21	LEICESTERSHIRE
TS18	STOCKTON-ON-TEES|DURHAM|HARTLEPOOL
SA37	PEMBROKESHIRE|CARMARTHENSHIRE
W1D	GREATER_LONDON
EC4M	GREATER_LONDON
LN1	NOTTINGHAMSHIRE|LINCOLNSHIRE
LL66	ANGLESEY
PR11	LANCASHIRE
UB4	GREATER_LONDON
KW8	HIGHLAND
BN43	WEST_SUSSEX
IV24	HIGHLAND
YO19	NORTH_YORKSHIRE
CR6	SURREY
NE10	SOUTH_TYNESIDE|NORTH_TYNESIDE|NEWCASTLE_UPON_TYNE|SUNDERLAND|GATESHEAD
B69	SANDWELL
TR1	CORNWALL
E6	GREATER_LONDON
TF4	TELFORD_AND_WREKIN
EH91	EDINBURGH
NN10	NORTHAMPTONSHIRE|BEDFORDSHIRE
GL1	GLOUCESTERSHIRE
EC4R	GREATER_LONDON
DG10	DUMFRIES_AND_GALLOWAY
BS20	BRISTOL|BATH_AND_NORTH_EAST_SOMERSET|SOUTH_GLOUCESTERSHIRE|NORTH_SOMERSET
DG7	DUMFRIES_AND_GALLOWAY
TA12	SOMERSET
NG4	NOTTINGHAMSHIRE
BB8	NORTH_YORKSHIRE|LANCASHIRE|BRADFORD|CALDERDALE|KIRKLEES
W1C	GREATER_LONDON
G15	GLASGOW
NR25	NORFOLK
PA68	ARGYLL_AND_BUTE
ST14	STAFFORDSHIRE
PA37	ARGYLL_AND_BUTE|EAST_DUNBARTONSHIRE|WEST_DUNBARTONSHIRE
CA7	CUMBRIA
PL27	CORNWALL
RM19	THURROCK|GREATER_LONDON|KENT
ME2	KENT
PA22	ARGYLL_AND_BUTE
TN15	KENT
NE28	SOUTH_TYNESIDE|NORTH_TYNESIDE|NEWCASTLE_UPON_TYNE|SUNDERLAND|GATESHEAD
DG12	DUMFRIES_AND_GALLOWAY
NN1	NORTHAMPTONSHIRE
CA3	CUMBRIA
NN16	NORTHAMPTONSHIRE
DG13	DUMFRIES_AND_GALLOWAY
TF6	SHROPSHIRE
KT18	SURREY
TD9	CUMBRIA
NN5	NORTHAMPTONSHIRE
SP1	WILTSHIRE
AL6	HERTFORDSHIRE
LL71	ANGLESEY
N7	GREATER_LONDON
CH42	WIRRAL
CF38	RHONDDA_CYNON_TAFF
NP24	CAERPHILLY
SA31	CARMARTHENSHIRE
PH13	ANGUS|PERTHSHIRE_AND_KINROSS
EX15	DEVON
WN6	LANCASHIRE|BOLTON|BURY|MANCHESTER|OLDHAM|ROCHDALE|SALFORD|STOCKPORT|TAMESIDE|TRAFFORD|WIGAN
AB24	ABERDEEN
RG40	BRACKNELL_FOREST|READING|SLOUGH|WEST_BERKSHIRE|WINDSOR_AND_MAIDENHEAD|WOKINGHAM
GU51	HAMPSHIRE
NE71	NORTHUMBERLAND
CH49	WIRRAL
MK16	NORTHAMPTONSHIRE|CENTRAL_BEDFORDSHIRE|MILTON_KEYNES|BEDFORDSHIRE
UB2	GREATER_LONDON
W9	GREATER_LONDON
PH21	HIGHLAND
M2	MANCHESTER
BT8	BELFAST|LISBURN_AND_CASTLEREAGH
KA18	EAST_AYRSHIRE
BT29	ANTRIM_AND_NEWTOWNABBEY|LISBURN_AND_CASTLEREAGH
LU1	HERTFORDSHIRE|LUTON|CENTRAL_BEDFORDSHIRE
HG4	NORTH_YORKSHIRE
SY20	GWYNEDD|CEREDIGION|POWYS
LL33	CONWY|GWYNEDD
SL4	SURREY|BRACKNELL_FOREST|READING|SLOUGH|WEST_BERKSHIRE|WINDSOR_AND_MAIDENHEAD|WOKINGHAM|BUCKINGHAMSHIRE
GL56	WARWICKSHIRE|OXFORDSHIRE|GLOUCESTERSHIRE|WORCESTERSHIRE
CT14	KENT
SA72	PEMBROKESHIRE
M46	MANCHESTER|BOLTON|BURY|OLDHAM|ROCHDALE|STOCKPORT|TAMESIDE|TRAFFORD|WIGAN|SALFORD
BA15	WILTSHIRE
S41	DERBYSHIRE
NE98	SOUTH_TYNESIDE|NORTH_TYNESIDE|NEWCASTLE_UPON_TYNE|SUNDERLAND|GATESHEAD
BH8	DORSET
L38	SEFTON
EX11	DEVON
AB54	ABERDEENSHIRE|MORAY
SP5	WILTSHIRE|HAMPSHIRE|DORSET
PL29	CORNWALL
CV33	WARWICKSHIRE
HP13	BUCKINGHAMSHIRE
WF2	BRADFORD|CALDERDALE|KIRKLEES|LEEDS|WAKEFIELD
NE88	SOUTH_TYNESIDE|NORTH_TYNESIDE|NEWCASTLE_UPON_TYNE|SUNDERLAND|GATESHEAD
SY1	SHROPSHIRE
G21	GLASGOW
WF1	WAKEFIELD
SL0	BUCKINGHAMSHIRE
SW16	GREATER_LONDON
FK1	WEST_LOTHIAN|FALKIRK|NORTH_LANARKSHIRE
ST6	STAFFORDSHIRE|STOKE-ON-TRENT
CV3	BIRMINGHAM|COVENTRY|WOLVERHAMPTON|DUDLEY|SANDWELL|SOLIHULL|WALSALL
BT94	FERMANAGH_AND_OMAGH
DY12	WORCESTERSHIRE|STAFFORDSHIRE|SHROPSHIRE
CR44	GREATER_LONDON
CW12	STAFFORDSHIRE|CHESHIRE_EAST
WR11	WORCESTERSHIRE|GLOUCESTERSHIRE|WARWICKSHIRE
G75	SOUTH_LANARKSHIRE|INVERCLYDE|EAST_RENFREWSHIRE|RENFREWSHIRE
SA73	PEMBROKESHIRE
M25	MANCHESTER|BOLTON|BURY|OLDHAM|ROCHDALE|STOCKPORT|TAMESIDE|TRAFFORD|WIGAN|SALFORD
PH8	PERTHSHIRE_AND_KINROSS
EH16	MIDLOTHIAN|EDINBURGH
WN2	MANCHESTER|BOLTON|BURY|OLDHAM|ROCHDALE|STOCKPORT|TAMESIDE|TRAFFORD|WIGAN|SALFORD
SG1	HERTFORDSHIRE
RM10	GREATER_LONDON
N13	GREATER_LONDON
LA5	LANCASHIRE
TW16	SURREY
E1W	GREATER_LONDON
MK4	MILTON_KEYNES|BUCKINGHAMSHIRE
L70	KNOWSLEY|SAINT_HELENS|SEFTON|WIRRAL
DD6	FIFE
HS7	EILEAN_SIAR
DY1	DUDLEY
LL73	ANGLESEY
AB31	ABERDEENSHIRE|ABERDEEN
TF9	STAFFORDSHIRE|SHROPSHIRE|TELFORD_AND_WREKIN|CHESHIRE_EAST
BD21	BRADFORD
W1G	GREATER_LONDON
DA11	KENT
BH11	DORSET
L33	KNOWSLEY|SAINT_HELENS|SEFTON|WIRRAL
NE12	NORTH_TYNESIDE
NR19	NORFOLK
DH5	DURHAM|SUNDERLAND
TW1	GREATER_LONDON
TN40	EAST_SUSSEX
IV40	HIGHLAND
LL45	GWYNEDD
BA8	SOMERSET
SR8	DURHAM
DG16	CUMBRIA|DUMFRIES_AND_GALLOWAY
LA8	CUMBRIA
SA39	CEREDIGION|CARMARTHENSHIRE
LN3	LINCOLNSHIRE
KT21	SURREY
LA3	LANCASHIRE
SN8	WILTSHIRE
CB6	NORFOLK|CAMBRIDGESHIRE
PE28	NORTHAMPTONSHIRE|CAMBRIDGESHIRE|BEDFORDSHIRE
PO12	HAMPSHIRE
RM17	THURROCK|ESSEX
W1K	GREATER_LONDON
RM16	THURROCK
DT9	SOMERSET|DORSET
DY7	WORCESTERSHIRE|DUDLEY|STAFFORDSHIRE|SHROPSHIRE
WS7	STAFFORDSHIRE
RH18	WEST_SUSSEX|EAST_SUSSEX
BS29	BATH_AND_NORTH_EAST_SOMERSET|NORTH_SOMERSET|SOUTH_GLOUCESTERSHIRE
PA47	ARGYLL_AND_BUTE
BN20	EAST_SUSSEX
AB33	ABERDEENSHIRE
EH36	EAST_LOTHIAN
N22	GREATER_LONDON
DL11	NORTH_YORKSHIRE|CUMBRIA|DURHAM
DY8	WORCESTERSHIRE|STAFFORDSHIRE|DUDLEY
RG20	HAMPSHIRE|BRACKNELL_FOREST|READING|SLOUGH|WEST_BERKSHIRE|WINDSOR_AND_MAIDENHEAD|WOKINGHAM|OXFORDSHIRE
SA20	CARMARTHENSHIRE
CA20	CUMBRIA
CM16	ESSEX
BD22	BRADFORD|CALDERDALE|KIRKLEES|NORTH_YORKSHIRE|LANCASHIRE
TF8	SHROPSHIRE
EX1	DEVON
SE4	GREATER_LONDON
DA10	KENT
CF14	CARDIFF|CAERPHILLY
S26	ROTHERHAM
IV16	HIGHLAND
HX2	CALDERDALE
S66	BARNSLEY|DONCASTER|ROTHERHAM|SHEFFIELD
DN8	BARNSLEY|DONCASTER|ROTHERHAM|SHEFFIELD
CH28	WIRRAL
OL11	ROCHDALE
TR20	CORNWALL
NN4	NORTHAMPTONSHIRE
DE55	NOTTINGHAMSHIRE|DERBYSHIRE
M30	SALFORD
CW7	CHESHIRE_EAST|CHESHIRE_WEST_AND_CHESTER
M9	MANCHESTER
BL11	BOLTON
EN3	GREATER_LONDON
CA5	CUMBRIA
BA12	WILTSHIRE
CF43	RHONDDA_CYNON_TAFF
M99	MANCHESTER
DN38	LINCOLNSHIRE
BB9	LANCASHIRE
BS11	BRISTOL
TQ2	DEVON
PH25	HIGHLAND
SE15	GREATER_LONDON
TD11	EAST_LOTHIAN|SCOTTISH_BORDERS
L2	KNOWSLEY|SAINT_HELENS|SEFTON|WIRRAL
LL63	ANGLESEY
L10	KNOWSLEY|SAINT_HELENS|SEFTON|WIRRAL
LE19	LEICESTERSHIRE
AB25	ABERDEEN
BS13	BATH_AND_NORTH_EAST_SOMERSET|BRISTOL
CH61	WIRRAL
CV4	BIRMINGHAM|COVENTRY|WOLVERHAMPTON|DUDLEY|SANDWELL|SOLIHULL|WALSALL
SE2	GREATER_LONDON
PA33	ARGYLL_AND_BUTE
W11	GREATER_LONDON
B21	BIRMINGHAM|SANDWELL
ST7	STAFFORDSHIRE|CHESHIRE_EAST|STOKE-ON-TRENT
IV47	HIGHLAND
RH1	SURREY
WD3	HERTFORDSHIRE|GREATER_LONDON|BUCKINGHAMSHIRE
GU25	SURREY
BD15	BRADFORD
HU10	EAST_RIDING_OF_YORKSHIRE
L69	KNOWSLEY|SAINT_HELENS|SEFTON|WIRRAL
ST15	STAFFORDSHIRE
B63	DUDLEY
CB9	SUFFOLK|ESSEX|CAMBRIDGESHIRE
ME10	KENT
TD3	SCOTTISH_BORDERS
SA41	PEMBROKESHIRE
PA35	ARGYLL_AND_BUTE
HA1	GREATER_LONDON
OL12	LANCASHIRE|CALDERDALE|KIRKLEES|BOLTON|BURY|MANCHESTER|OLDHAM|ROCHDALE|SALFORD|STOCKPORT|TAMESIDE|TRAFFORD|WIGAN
BH17	DORSET
DN16	NORTH_LINCOLNSHIRE
BH2	DORSET
G61	GLASGOW|EAST_DUNBARTONSHIRE
OX4	OXFORDSHIRE
SA18	SWANSEA|NEATH_PORT_TALBOT|CARMARTHENSHIRE
TQ10	DEVON
SE11	GREATER_LONDON
LS7	LEEDS
S75	CALDERDALE|KIRKLEES|LEEDS|WAKEFIELD|BARNSLEY|DONCASTER|ROTHERHAM|SHEFFIELD
LA10	NORTH_YORKSHIRE|LANCASHIRE|CUMBRIA
KY7	FIFE
LS5	LEEDS
SA47	CEREDIGION
LA12	CUMBRIA
LL72	ANGLESEY
ZE3	SHETLAND_ISLANDS
S73	BARNSLEY|DONCASTER|ROTHERHAM|SHEFFIELD
G41	GLASGOW
WN5	KNOWSLEY|SAINT_HELENS|SEFTON|WIRRAL|BOLTON|BURY|MANCHESTER|OLDHAM|ROCHDALE|SALFORD|STOCKPORT|TAMESIDE|TRAFFORD|WIGAN|LANCASHIRE
SN2	SWINDON|WILTSHIRE
W1H	GREATER_LONDON
CF37	RHONDDA_CYNON_TAFF|CAERPHILLY
PE22	LINCOLNSHIRE
LL21	CONWY|GWYNEDD|DENBIGHSHIRE
BB6	LANCASHIRE
PO6	HAMPSHIRE
CH70	CHESHIRE_WEST_AND_CHESTER
EH53	WEST_LOTHIAN|EDINBURGH
EX18	DEVON
TW12	SURREY|GREATER_LONDON
WN1	MANCHESTER|BOLTON|BURY|OLDHAM|ROCHDALE|STOCKPORT|TAMESIDE|TRAFFORD|WIGAN|SALFORD
AB23	ABERDEENSHIRE|ABERDEEN
N15	GREATER_LONDON
PR1	LANCASHIRE
CM0	ESSEX
GU33	WEST_SUSSEX|HAMPSHIRE
LS25	LEEDS|NORTH_YORKSHIRE
B99	BIRMINGHAM
N18	GREATER_LONDON
M1	MANCHESTER
NE23	SOUTH_TYNESIDE|NORTH_TYNESIDE|NORTHUMBERLAND
IV13	HIGHLAND
LL29	CONWY
SO50	HAMPSHIRE
M50	BOLTON|BURY|MANCHESTER|OLDHAM|ROCHDALE|SALFORD|STOCKPORT|TAMESIDE|TRAFFORD|WIGAN
PA74	ARGYLL_AND_BUTE
HU4	EAST_RIDING_OF_YORKSHIRE|KINGSTON_UPON_HULL
BN26	EAST_SUSSEX
ML2	SOUTH_LANARKSHIRE|NORTH_LANARKSHIRE
HP17	BUCKINGHAMSHIRE
EH99	EDINBURGH
G9	GLASGOW
GU29	WEST_SUSSEX
PA32	ARGYLL_AND_BUTE
NE2	NEWCASTLE_UPON_TYNE
TF11	STAFFORDSHIRE|SHROPSHIRE|TELFORD_AND_WREKIN
BS3	BRISTOL|BATH_AND_NORTH_EAST_SOMERSET|NORTH_SOMERSET|SOUTH_GLOUCESTERSHIRE
AL2	HERTFORDSHIRE
LE9	LEICESTERSHIRE
W7	GREATER_LONDON
N4	GREATER_LONDON
TN6	EAST_SUSSEX
DA16	GREATER_LONDON
S63	BARNSLEY|DONCASTER|ROTHERHAM|SHEFFIELD
PH40	HIGHLAND
CT17	KENT
DY3	WOLVERHAMPTON|DUDLEY|STAFFORDSHIRE
SW1E	GREATER_LONDON
G68	FALKIRK|EAST_DUNBARTONSHIRE|NORTH_LANARKSHIRE
WV11	STAFFORDSHIRE|WOLVERHAMPTON|WALSALL
CW11	CHESHIRE_EAST
BT37	ANTRIM_AND_NEWTOWNABBEY
DL13	DURHAM
HP5	HERTFORDSHIRE|BUCKINGHAMSHIRE
ME18	KENT
FY7	LANCASHIRE
FK8	STIRLING
CF35	RHONDDA_CYNON_TAFF|VALE_OF_GLAMORGAN|BRIDGEND
TS10	REDCAR_AND_CLEVELAND
NE49	NORTHUMBERLAND
CW6	CHESHIRE_EAST|CHESHIRE_WEST_AND_CHESTER
EC2N	GREATER_LONDON
WC2R	GREATER_LONDON
RH14	WEST_SUSSEX|SURREY
DL2	NORTH_YORKSHIRE|HARTLEPOOL|STOCKTON-ON-TEES|DURHAM|DARLINGTON
LL61	ANGLESEY
DT7	DORSET
UB10	GREATER_LONDON
DN41	LINCOLNSHIRE
WA9	KNOWSLEY|SAINT_HELENS|SEFTON|WIRRAL
HS6	EILEAN_SIAR
CF24	CARDIFF
SO24	HAMPSHIRE
WD5	HERTFORDSHIRE
TR16	CORNWALL
UB1	GREATER_LONDON
NG12	NOTTINGHAMSHIRE
YO1	YORK
WC1H	GREATER_LONDON
SL8	BUCKINGHAMSHIRE
PE8	NORTHAMPTONSHIRE|CAMBRIDGESHIRE|PETERBOROUGH
PR4	LANCASHIRE
LL64	ANGLESEY
SK22	MANCHESTER|BOLTON|BURY|OLDHAM|ROCHDALE|STOCKPORT|TAMESIDE|TRAFFORD|WIGAN|SALFORD|DERBYSHIRE|CHESHIRE_EAST
B11	BIRMINGHAM
L21	SEFTON
TQ14	DEVON
L37	KNOWSLEY|SAINT_HELENS|SEFTON|WIRRAL
BT56	CAUSEWAY_COAST_AND_GLENS
SW4	GREATER_LONDON
NE32	SOUTH_TYNESIDE
BH31	HAMPSHIRE|DORSET
RG23	HAMPSHIRE
DN10	BARNSLEY|DONCASTER|ROTHERHAM|SHEFFIELD|LINCOLNSHIRE|NOTTINGHAMSHIRE
OL14	BRADFORD|CALDERDALE|KIRKLEES|LEEDS|WAKEFIELD
DD9	ANGUS|ABERDEENSHIRE
EH22	MIDLOTHIAN|EAST_LOTHIAN|EDINBURGH
CA13	CUMBRIA
RG18	WEST_BERKSHIRE
RM15	GREATER_LONDON|ESSEX
LS23	LEEDS
B98	WORCESTERSHIRE|WARWICKSHIRE
L14	KNOWSLEY|SAINT_HELENS|SEFTON|WIRRAL
DD3	ANGUS|DUNDEE
SA65	PEMBROKESHIRE
TA18	SOMERSET
BS1	BRISTOL
NP13	BLAENAU_GWENT|CAERPHILLY
EN2	HERTFORDSHIRE|GREATER_LONDON
TW8	GREATER_LONDON
AB44	ABERDEENSHIRE
GU31	WEST_SUSSEX|HAMPSHIRE
BT48	DERRY_AND_STRABANE
BT19	NORTH_DOWN_AND_ARDS
TW11	GREATER_LONDON
GU6	SURREY
LE15	RUTLAND
SA33	CARMARTHENSHIRE
WV99	TELFORD_AND_WREKIN
NE21	GATESHEAD
BD9	BRADFORD
BD14	BRADFORD
CT21	KENT
RH12	WEST_SUSSEX|SURREY
L80	SEFTON
S99	SHEFFIELD
ME8	KENT
RG6	BRACKNELL_FOREST|READING|SLOUGH|WEST_BERKSHIRE|WINDSOR_AND_MAIDENHEAD|WOKINGHAM
NG5	NOTTINGHAMSHIRE|NOTTINGHAM
ST4	STAFFORDSHIRE|STOKE-ON-TRENT
G1	GLASGOW
IP98	NORFOLK
NE63	NORTHUMBERLAND
PL28	CORNWALL
L12	KNOWSLEY|SAINT_HELENS|SEFTON|WIRRAL
PE5	PETERBOROUGH
PO20	WEST_SUSSEX
B10	BIRMINGHAM
KY5	PERTHSHIRE_AND_KINROSS|FIFE
BT9	BELFAST
AB21	ABERDEENSHIRE|ABERDEEN
AB39	ABERDEENSHIRE
EN4	HERTFORDSHIRE|GREATER_LONDON
GL20	WORCESTERSHIRE|GLOUCESTERSHIRE
B18	BIRMINGHAM|COVENTRY|WOLVERHAMPTON|DUDLEY|SANDWELL|SOLIHULL|WALSALL
PH50	HIGHLAND
BB11	LANCASHIRE
DE4	DERBYSHIRE
B6	BIRMINGHAM
DE12	LEICESTERSHIRE|STAFFORDSHIRE|DERBYSHIRE|WARWICKSHIRE
LL76	ANGLESEY
PE3	PETERBOROUGH
NG9	NOTTINGHAMSHIRE
SK8	MANCHESTER|BOLTON|BURY|OLDHAM|ROCHDALE|STOCKPORT|TAMESIDE|TRAFFORD|WIGAN|SALFORD|CHESHIRE_EAST
TR22	ISLES_OF_SCILLY
BS37	SOUTH_GLOUCESTERSHIRE|BATH_AND_NORTH_EAST_SOMERSET|SOUTH_GLOUCESTERSHIRE|NORTH_SOMERSET
SK1	STOCKPORT
B65	BIRMINGHAM|COVENTRY|WOLVERHAMPTON|DUDLEY|SANDWELL|SOLIHULL|WALSALL
LU6	HERTFORDSHIRE|LUTON|CENTRAL_BEDFORDSHIRE
B8	BIRMINGHAM
TF5	TELFORD_AND_WREKIN
CH47	WIRRAL
DL6	NORTH_YORKSHIRE|DARLINGTON
IP33	SUFFOLK
M6	SALFORD
WD4	HERTFORDSHIRE
SK2	STOCKPORT
TD5	NORTHUMBERLAND|SCOTTISH_BORDERS
PL16	DEVON
TS28	DURHAM
GL11	GLOUCESTERSHIRE
TS4	MIDDLESBROUGH
LS3	LEEDS
IV15	HIGHLAND
PL95	PLYMOUTH
BN13	WEST_SUSSEX
BD12	BRADFORD|CALDERDALE|KIRKLEES|LEEDS|WAKEFIELD
TW14	SURREY|GREATER_LONDON
KW6	HIGHLAND
OX39	OXFORDSHIRE
YO32	NORTH_YORKSHIRE
LE14	NOTTINGHAMSHIRE|LEICESTERSHIRE|LINCOLNSHIRE
EX19	DEVON
SP10	HAMPSHIRE
BA16	SOMERSET
BH4	DORSET
RH6	WEST_SUSSEX|SURREY
MK41	BEDFORDSHIRE
CH32	WIRRAL
EC1A	GREATER_LONDON
FK10	FIFE|CLACKMANNANSHIRE|FALKIRK|STIRLING|PERTHSHIRE_AND_KINROSS
GL8	WILTSHIRE|GLOUCESTERSHIRE
DH1	DURHAM
B77	WARWICKSHIRE|STAFFORDSHIRE
SO42	HAMPSHIRE
BD18	BRADFORD
GU3	SURREY
PE13	NORFOLK|LINCOLNSHIRE|CAMBRIDGESHIRE|PETERBOROUGH
DE56	DERBYSHIRE
CB11	ESSEX
B5	BIRMINGHAM
LE17	WARWICKSHIRE|LEICESTERSHIRE|NORTHAMPTONSHIRE
LL13	WREXHAM
CR2	SURREY|GREATER_LONDON
NE65	NORTHUMBERLAND
PH9	PERTHSHIRE_AND_KINROSS
AB42	ABERDEENSHIRE
ZE1	SHETLAND_ISLANDS
EX24	DEVON
PE10	LINCOLNSHIRE
TS14	NORTH_YORKSHIRE
LE11	LEICESTERSHIRE
SY21	SHROPSHIRE|POWYS
TW9	GREATER_LONDON
TF7	TELFORD_AND_WREKIN|SHROPSHIRE
CH99	CHESHIRE_WEST_AND_CHESTER
WV9	WOLVERHAMPTON|STAFFORDSHIRE
BS16	BRISTOL|BATH_AND_NORTH_EAST_SOMERSET|NORTH_SOMERSET|SOUTH_GLOUCESTERSHIRE
YO60	NORTH_YORKSHIRE
DA6	GREATER_LONDON
LS26	BRADFORD|CALDERDALE|KIRKLEES|LEEDS|WAKEFIELD
LE13	LEICESTERSHIRE
LA7	LANCASHIRE|CUMBRIA
SY11	SHROPSHIRE
FK18	STIRLING
S70	BARNSLEY
CH62	KNOWSLEY|SAINT_HELENS|SEFTON|WIRRAL
PL11	DEVON|CORNWALL
ME20	KENT
BR5	GREATER_LONDON
WF14	BRADFORD|CALDERDALE|KIRKLEES|LEEDS|WAKEFIELD
BR3	GREATER_LONDON
NN6	NORTHAMPTONSHIRE
BH7	DORSET
GL9	WILTSHIRE|BATH_AND_NORTH_EAST_SOMERSET|NORTH_SOMERSET|SOUTH_GLOUCESTERSHIRE|GLOUCESTERSHIRE
CH34	CHESHIRE_WEST_AND_CHESTER
HU20	EAST_RIDING_OF_YORKSHIRE
BA9	SOMERSET
EX4	DEVON
BT21	NORTH_DOWN_AND_ARDS
IP10	SUFFOLK
SW17	GREATER_LONDON
G77	EAST_RENFREWSHIRE|EAST_AYRSHIRE|GLASGOW|INVERCLYDE|EAST_RENFREWSHIRE|RENFREWSHIRE
B70	SANDWELL
NE9	SOUTH_TYNESIDE|NORTH_TYNESIDE|NEWCASTLE_UPON_TYNE|SUNDERLAND|GATESHEAD
SA11	NEATH_PORT_TALBOT|RHONDDA_CYNON_TAFF|POWYS
BT5	BELFAST|LISBURN_AND_CASTLEREAGH
G44	GLASGOW|EAST_RENFREWSHIRE|SOUTH_LANARKSHIRE
EX22	DEVON
TD4	SCOTTISH_BORDERS
CO10	SUFFOLK|ESSEX
LS88	LEEDS
SL95	SLOUGH
FK13	CLACKMANNANSHIRE
BB2	LANCASHIRE
B73	BIRMINGHAM
LS21	BRADFORD|LEEDS|NORTH_YORKSHIRE
TF2	SHROPSHIRE|TELFORD_AND_WREKIN
SW1Y	GREATER_LONDON
ZE2	SHETLAND_ISLANDS
PA13	RENFREWSHIRE|INVERCLYDE
HG5	NORTH_YORKSHIRE
BT1	BELFAST
WA10	KNOWSLEY|SAINT_HELENS|SEFTON|WIRRAL
BR2	GREATER_LONDON
SY9	SHROPSHIRE
SY7	SHROPSHIRE
KT14	SURREY
